5	1
58	1
113	1
114	1
115	1
158	1
162	1
171	1
189	1
41	2
65	2
189	2
24	3
29	3
82	3
98	3
114	3
148	3
58	4
61	4
189	4
27	5
171	5
179	5
189	5
33	6
51	6
52	6
53	6
124	6
189	6
8	7
82	7
82	8
88	8
96	8
131	8
156	8
189	9
39	10
57	10
82	10
153	10
200	10
26	11
27	11
189	11
25	12
43	12
54	12
82	12
89	12
148	12
170	12
35	13
65	13
163	13
179	13
188	13
189	13
44	14
82	14
98	14
39	15
64	15
77	15
82	15
87	15
89	15
136	15
169	15
82	16
141	16
173	17
189	17
73	18
107	18
172	18
189	18
75	19
101	19
126	19
157	19
189	19
82	20
25	21
66	21
82	21
123	21
144	21
174	21
184	21
200	21
48	22
82	22
141	22
82	23
88	23
99	23
149	23
82	24
151	24
32	25
77	25
82	25
89	25
91	25
103	25
168	25
27	26
58	26
160	26
189	26
189	27
34	28
61	28
69	28
189	28
82	29
88	29
95	29
133	29
45	30
176	30
189	30
82	31
133	31
134	31
82	32
88	32
114	32
151	32
93	33
163	33
189	33
65	34
138	34
189	34
51	35
52	35
189	35
195	35
82	36
185	36
38	37
107	37
161	37
189	37
195	37
72	38
113	38
158	38
189	38
67	39
82	39
89	39
181	39
176	40
189	40
192	40
189	41
51	42
53	42
127	42
188	42
189	42
195	42
57	43
82	43
175	43
82	44
88	44
94	44
119	44
141	44
148	44
150	44
138	45
187	45
189	45
198	45
53	46
110	46
122	46
154	46
161	46
172	46
189	46
82	47
125	47
156	47
82	48
111	48
67	49
72	49
132	49
159	49
189	49
82	50
87	50
61	51
101	51
110	51
189	51
198	51
78	52
143	52
172	52
189	52
76	53
110	53
173	53
182	53
189	53
71	54
82	54
82	55
89	55
119	55
82	56
123	56
134	56
82	57
123	57
151	57
185	57
200	57
69	58
166	58
179	58
183	58
189	58
82	59
111	59
139	59
196	59
197	59
82	60
84	60
197	60
189	61
71	62
82	62
190	62
71	63
79	63
82	63
147	63
82	64
129	64
196	64
142	65
143	65
154	65
165	65
189	65
82	66
85	66
86	66
135	66
161	67
189	67
82	68
89	68
99	68
148	68
169	68
178	68
190	68
97	69
107	69
159	69
189	69
191	69
82	70
136	70
194	70
82	71
146	72
189	72
161	73
183	73
189	73
112	74
189	74
97	75
146	75
173	75
189	75
191	75
158	76
189	76
82	77
118	77
123	77
181	77
176	78
189	78
82	79
82	80
185	80
82	81
92	81
109	81
84	82
85	82
86	82
87	82
88	82
89	82
91	82
92	82
94	82
95	82
96	82
97	82
98	82
99	82
103	82
104	82
105	82
109	82
111	82
114	82
117	82
118	82
119	82
123	82
125	82
129	82
131	82
133	82
134	82
135	82
136	82
137	82
139	82
141	82
144	82
147	82
148	82
149	82
150	82
151	82
153	82
155	82
156	82
164	82
168	82
169	82
170	82
174	82
175	82
178	82
181	82
184	82
185	82
186	82
190	82
194	82
196	82
197	82
200	82
113	83
152	83
189	83
94	84
169	84
170	84
95	85
96	86
103	86
117	86
119	86
151	87
155	87
184	87
144	88
151	89
169	89
170	89
190	89
159	90
165	90
166	90
189	90
193	90
111	91
156	91
184	91
117	92
129	92
156	92
174	92
115	93
189	93
98	94
131	94
186	94
196	95
103	96
135	96
168	96
189	97
192	97
178	98
111	99
125	99
147	99
169	99
194	99
197	99
189	100
193	100
111	101
189	101
193	101
199	101
189	102
192	102
123	103
131	103
136	104
148	105
196	105
112	106
160	106
163	106
167	106
172	106
188	106
189	106
189	107
110	108
124	108
143	108
189	108
197	108
144	109
157	110
180	110
189	110
155	111
180	112
189	112
189	113
192	113
144	114
196	114
143	115
160	115
177	115
189	115
195	115
167	116
189	116
131	117
174	117
134	118
147	119
127	120
165	120
189	120
143	121
158	121
189	121
128	122
189	122
178	123
185	123
186	123
161	124
179	124
189	124
150	125
189	126
189	127
179	128
189	128
153	129
155	129
174	129
140	130
157	130
189	130
192	130
144	131
187	132
189	132
168	134
168	136
174	136
190	136
163	138
165	138
167	138
189	138
189	140
178	141
190	141
200	141
189	142
189	143
195	143
164	144
170	144
178	144
160	145
182	145
189	145
152	146
180	146
187	146
189	146
149	148
190	150
184	151
189	152
184	153
160	154
167	154
183	154
189	154
175	156
182	157
189	157
189	158
189	159
191	159
166	160
176	160
189	160
182	161
189	161
171	162
176	162
177	162
189	162
189	163
178	164
189	165
199	165
176	166
189	166
187	167
189	167
169	168
176	171
183	171
189	171
195	171
189	172
189	173
185	175
182	176
189	176
189	177
194	178
189	179
199	179
189	180
191	180
189	182
189	183
189	187
189	188
195	188
191	189
192	189
193	189
195	189
198	189
199	189
